id_avis,date,source,produit,texte,sentiment,note,langue,type_de_texte,longueur,a_emojis,a_urls,a_hashtags,a_mentions,a_chiffres,a_ponctuation_repetee,a_caracteres_speciaux,texte_clean,tokens,nb_tokens,texte_final
AV0533,2026-06-04,email,Tablette TabPlus,Très déçu par ce produit   ! ,negatif,2,fr,texte avec beaucoup de ponctuation,29.0,False,False,False,False,False,True,True,très déçu par ce produit !,"['très', 'déçu', 'par', 'ce', 'produit', '!']",6,très déçu produit
AV0555,2026-07-13,sav,SmartPhone Y,Pas bon,neutre,4,fr,texte normal,7.0,False,False,False,False,False,False,False,pas bon,"['pas', 'bon']",2,pas bon
AV0582,2026-03-08,email,SmartPhone Y,Mauvaise expérience  je ne recommande pas  😊,negatif,2,fr,texte contenant des emojis,44.0,True,False,False,False,False,False,True,mauvaise expérience je ne recommande pas 😊,"['mauvaise', 'expérience', 'je', 'ne', 'recommande', 'pas', '😊']",7,mauvais expérience ne recommander pas 😊
AV0604,2026-02-01,email,Ordinateur NovaBook,Je viens de recevoir le produit  à voir dans le temps   ! ,neutre,4,fr,texte avec beaucoup de ponctuation,58.0,False,False,False,False,False,True,True,je viens de recevoir le produit à voir dans le temps !,"['je', 'viens', 'de', 'recevoir', 'le', 'produit', 'à', 'voir', 'dans', 'le', 'temps', '!']",12,venir recevoir produit voir temps
AV0666,2026-04-08,web,Écouteurs AirSound,Le produit est bien  mais la livraison a été longue  Le produit est bien  mais la livraison a été longue  Le produit est bien  mais la livraison a été longue  Le produit est bien  mais la livraison a été longue  Le produit est bien  mais la livraison a été longue  Le produit est bien  mais la livraison a été longue  Le produit est bien  mais la livraison a été longue  Le produit est bien  mais la livraison a été longue  Le produit est bien  mais la livraison a été longue  Le produit est bien  mais la livraison a été longue  Le produit est bien  mais la livraison a été longue  Le produit est bien  mais la livraison a été longue ,positif,5,fr,texte normal,636.0,False,False,False,False,False,False,True,le produit est bien mais la livraison a été longue le produit est bien mais la livraison a été longue le produit est bien mais la livraison a été longue le produit est bien mais la livraison a été longue le produit est bien mais la livraison a été longue le produit est bien mais la livraison a été longue le produit est bien mais la livraison a été longue le produit est bien mais la livraison a été longue le produit est bien mais la livraison a été longue le produit est bien mais la livraison a été longue le produit est bien mais la livraison a été longue le produit est bien mais la livraison a été longue,"['le', 'produit', 'est', 'bien', 'mais', 'la', 'livraison', 'a', 'été', 'longue', 'le', 'produit', 'est', 'bien', 'mais', 'la', 'livraison', 'a', 'été', 'longue', 'le', 'produit', 'est', 'bien', 'mais', 'la', 'livraison', 'a', 'été', 'longue', 'le', 'produit', 'est', 'bien', 'mais', 'la', 'livraison', 'a', 'été', 'longue', 'le', 'produit', 'est', 'bien', 'mais', 'la', 'livraison', 'a', 'été', 'longue', 'le', 'produit', 'est', 'bien', 'mais', 'la', 'livraison', 'a', 'été', 'longue', 'le', 'produit', 'est', 'bien', 'mais', 'la', 'livraison', 'a', 'été', 'longue', 'le', 'produit', 'est', 'bien', 'mais', 'la', 'livraison', 'a', 'été', 'longue', 'le', 'produit', 'est', 'bien', 'mais', 'la', 'livraison', 'a', 'été', 'longue', 'le', 'produit', 'est', 'bien', 'mais', 'la', 'livraison', 'a', 'été', 'longue', 'le', 'produit', 'est', 'bien', 'mais', 'la', 'livraison', 'a', 'été', 'longue', 'le', 'produit', 'est', 'bien', 'mais', 'la', 'livraison', 'a', 'été', 'longue']",120,produit être bien mais livraison avoir être long produit être bien mais livraison avoir être long produit être bien mais livraison avoir être long produit être bien mais livraison avoir être long produit être bien mais livraison avoir être long produit être bien mais livraison avoir être long produit être bien mais livraison avoir être long produit être bien mais livraison avoir être long produit être bien mais livraison avoir être long produit être bien mais livraison avoir être long produit être bien mais livraison avoir être long produit être bien mais livraison avoir être longue
AV0761,2026-05-24,réseaux_sociaux,SmartPhone X,Produit correct pour son prix  😊,neutre,3,fr,texte contenant des emojis,32.0,True,False,False,False,False,False,True,produit correct pour son prix 😊,"['produit', 'correct', 'pour', 'son', 'prix', '😊']",6,produit correct prix 😊
AV0775,2026-01-08,web,Ordinateur NovaBook,Produit parfait  rien à signaler   ! ,positif,5,fr,texte avec beaucoup de ponctuation,37.0,False,False,False,False,False,True,True,produit parfait rien à signaler !,"['produit', 'parfait', 'rien', 'à', 'signaler', '!']",6,produit parfaire rien signaler
AV0853,2026-02-20,réseaux_sociaux,Écouteurs AirSound,La batterie se décharge beaucoup trop vite   ! ,negatif,2,fr,texte avec beaucoup de ponctuation,47.0,False,False,False,False,False,True,True,la batterie se décharge beaucoup trop vite !,"['la', 'batterie', 'se', 'décharge', 'beaucoup', 'trop', 'vite', '!']",8,batterie décharge beaucoup trop vite
AV0888,2026-03-13,réseaux_sociaux,Ordinateur NovaBook,très mauvais produit 😡😡 déception,positif,4,fr,texte contenant une URL,62.0,True,True,True,True,False,False,True,très mauvais produit 😡😡 déception,"['très', 'mauvais', 'produit', '😡😡', 'déception']",5,très mauvais produire 😡 😡 déception
AV0953,2026-08-20,email,Tablette TabPlus,super produit ! ,positif,5,fr,texte avec beaucoup de ponctuation,37.0,False,False,False,False,False,True,True,super produit !,"['super', 'produit', '!']",3,super produit
AV0970,2026-04-29,mobile,Ordinateur NovaBook,La qualité est correcte sans être exceptionnelle  avis,neutre,3,fr,texte contenant un hashtag,55.0,False,False,True,False,False,False,True,la qualité est correcte sans être exceptionnelle avis,"['la', 'qualité', 'est', 'correcte', 'sans', 'être', 'exceptionnelle', 'avis']",8,qualité être correct sans être exceptionnelle avis
AV0990,2026-06-28,sav,SmartPhone X,La livraison a été très longue  😊,negatif,2,fr,texte contenant des emojis,33.0,True,False,False,False,False,False,True,la livraison a été très longue 😊,"['la', 'livraison', 'a', 'été', 'très', 'longue', '😊']",7,livraison avoir être très long 😊
AV1077,2026-01-14,email,SmartWatch Pro,Mauvaise expérience  je ne recommande pas   ! ,negatif,1,fr,texte avec beaucoup de ponctuation,46.0,False,False,False,False,False,True,True,mauvaise expérience je ne recommande pas !,"['mauvaise', 'expérience', 'je', 'ne', 'recommande', 'pas', '!']",7,mauvais expérience ne recommander pas
